u1,u2,n_groups,n_venues,weight_idf
289,571,2,1,0.464677
302,1476,2,1,0.461816
316,1117,2,1,0.461816
313,1587,2,1,0.461816
1070,1117,2,1,0.461816
302,891,2,1,0.461816
891,1476,2,1,0.461816
316,615,2,1,0.461816
331,615,2,1,0.461816
331,1070,2,1,0.461816
615,1070,2,1,0.461816
594,1423,2,1,0.461816
803,1361,2,2,0.457865
1472,1504,2,2,0.457012
1202,1223,2,2,0.457012
1167,1504,2,2,0.457012
513,1603,1,1,0.45512
794,1422,1,1,0.45512
491,1046,1,1,0.45512
1423,1471,1,1,0.45512
720,1063,1,1,0.45512
562,1279,1,1,0.45512
1464,1516,1,1,0.45512
388,738,1,1,0.45512
186,351,1,1,0.45512
371,780,1,1,0.45512
1183,1457,1,1,0.45512
243,806,1,1,0.45512
239,869,1,1,0.45512
1311,1435,1,1,0.45512
470,605,1,1,0.45512
156,806,1,1,0.45512
156,243,1,1,0.45512
581,1166,1,1,0.45512
699,1008,1,1,0.45512
49,1023,1,1,0.45512
271,804,1,1,0.45512
160,533,1,1,0.45512
1190,1460,1,1,0.45512
844,1157,1,1,0.45512
285,1464,1,1,0.45512
594,1303,1,1,0.45512
280,298,1,1,0.45512
125,1177,1,1,0.45512
186,725,1,1,0.45512
725,816,1,1,0.45512
190,837,1,1,0.45512
493,515,1,1,0.45512
764,1081,1,1,0.45512
789,1520,1,1,0.45512
297,531,1,1,0.45512
876,1574,1,1,0.45512
488,1277,1,1,0.45512
703,1648,1,1,0.45512
146,320,1,1,0.45512
1494,1598,1,1,0.45512
286,753,1,1,0.45512
407,805,2,1,0.451384
407,1633,2,1,0.451384
805,1324,2,1,0.451384
321,794,2,2,0.45104
56,1336,2,1,0.449
56,575,2,1,0.449
1077,1415,2,1,0.449
1183,1251,2,1,0.442303
1223,1251,2,1,0.442303
1251,1520,2,1,0.442303
1074,1472,2,2,0.440262
875,1248,2,2,0.435656
359,1537,1,1,0.434294
354,520,1,1,0.434294
556,995,1,1,0.434294
140,354,1,1,0.434294
200,1039,1,1,0.434294
251,383,1,1,0.434294
1328,1402,1,1,0.434294
219,1427,1,1,0.434294
383,418,1,1,0.434294
643,1430,1,1,0.434294
227,1453,1,1,0.434294
965,1258,1,1,0.434294
126,1245,1,1,0.434294
118,1519,1,1,0.434294
558,794,1,1,0.434294
460,579,1,1,0.434294
690,727,1,1,0.434294
271,511,1,1,0.434294
58,806,1,1,0.434294
81,1361,1,1,0.434294
846,1582,1,1,0.434294
510,960,1,1,0.434294
1252,1325,1,1,0.434294
932,1325,1,1,0.434294
932,1536,1,1,0.434294
452,925,1,1,0.434294
1233,1415,1,1,0.434294
49,1431,1,1,0.434294
962,1399,1,1,0.434294
510,1341,1,1,0.434294
1291,1558,1,1,0.434294
382,939,1,1,0.434294
178,690,1,1,0.434294
721,1185,1,1,0.434294
615,686,1,1,0.434294
484,1381,1,1,0.434294
627,770,1,1,0.434294
528,1231,1,1,0.434294
318,1146,1,1,0.434294
318,319,1,1,0.434294
770,1341,1,1,0.434294
576,1149,1,1,0.434294
576,1499,1,1,0.434294
858,1238,1,1,0.434294
394,672,1,1,0.434294
1236,1400,1,1,0.434294
93,862,1,1,0.434294
1455,1586,1,1,0.434294
271,862,1,1,0.434294
212,424,1,1,0.434294
332,1113,1,1,0.434294
816,1075,1,1,0.434294
499,870,1,1,0.434294
1246,1584,1,1,0.434294
613,1238,1,1,0.434294
1149,1499,1,1,0.434294
206,412,1,1,0.434294
33,292,1,1,0.434294
1215,1479,1,1,0.434294
7,60,1,1,0.434294
7,292,1,1,0.434294
60,292,1,1,0.434294
169,836,1,1,0.434294
77,810,1,1,0.434294
558,1172,1,1,0.434294
573,1024,1,1,0.434294
850,1012,2,2,0.432175
249,889,2,1,0.431525
1544,1614,2,1,0.431525
558,1614,2,1,0.431525
558,1544,2,1,0.431525
868,1335,2,1,0.429742
1136,1335,2,2,0.42097
178,997,1,1,0.417032
866,1468,1,1,0.417032
761,1502,1,1,0.417032
199,728,1,1,0.417032
158,574,1,1,0.417032
638,1125,1,1,0.417032
199,866,1,1,0.417032
199,1453,1,1,0.417032
728,866,1,1,0.417032
728,1453,1,1,0.417032
728,1468,1,1,0.417032
866,1453,1,1,0.417032
966,1441,1,1,0.417032
1453,1468,1,1,0.417032
915,1368,1,1,0.417032
281,1255,1,1,0.417032
843,1264,1,1,0.417032
990,1065,1,1,0.417032
538,1315,1,1,0.417032
806,1638,1,1,0.417032
319,950,1,1,0.417032
1273,1340,1,1,0.417032
158,1423,1,1,0.417032
950,1273,1,1,0.417032
95,878,1,1,0.417032
579,925,1,1,0.417032
130,1468,1,1,0.417032
199,228,1,1,0.417032
376,883,1,1,0.417032
607,905,1,1,0.417032
727,1422,1,1,0.417032
350,1381,1,1,0.417032
350,1468,1,1,0.417032
1381,1468,1,1,0.417032
130,199,1,1,0.417032
130,728,1,1,0.417032
1106,1327,1,1,0.417032
993,1588,1,1,0.417032
905,1588,1,1,0.417032
1206,1481,1,1,0.417032
607,1588,1,1,0.417032
627,884,1,1,0.417032
310,770,1,1,0.417032
471,1143,1,1,0.417032
655,832,1,1,0.417032
633,1143,1,1,0.417032
365,1143,1,1,0.417032
310,633,1,1,0.417032
310,365,1,1,0.417032
184,281,1,1,0.417032
61,76,1,1,0.417032
130,866,1,1,0.417032
130,1453,1,1,0.417032
770,1479,1,1,0.417032
952,1039,1,1,0.417032
319,1340,1,1,0.417032
261,729,1,1,0.417032
1187,1224,1,1,0.417032
34,99,1,1,0.417032
90,1149,1,1,0.417032
1226,1471,1,1,0.417032
1469,1625,1,1,0.417032
783,1471,1,1,0.417032
783,1226,1,1,0.417032
985,1312,1,1,0.417032
1339,1625,1,1,0.417032
47,1312,1,1,0.417032
47,985,1,1,0.417032
559,1378,1,1,0.417032
176,985,1,1,0.417032
15,22,1,1,0.417032
44,788,1,1,0.417032
12,15,1,1,0.417032
94,650,1,1,0.417032
992,1455,1,1,0.417032
50,279,1,1,0.417032
344,962,1,1,0.417032
726,1018,1,1,0.417032
548,1427,1,1,0.417032
962,1528,1,1,0.417032
161,1528,1,1,0.417032
161,1018,1,1,0.417032
161,474,1,1,0.417032
474,747,1,1,0.417032
34,998,1,1,0.417032
216,545,1,1,0.417032
34,1233,1,1,0.417032
99,998,1,1,0.417032
177,1028,1,1,0.417032
199,1468,1,1,0.417032
99,1233,1,1,0.417032
998,1233,1,1,0.417032
493,943,2,1,0.416318
838,1562,2,1,0.416318
558,1608,2,1,0.416318
500,927,2,1,0.416318
500,1216,2,1,0.416318
558,1290,2,1,0.416318
19,1562,2,1,0.416318
19,1248,2,1,0.416318
558,1031,2,1,0.416318
500,1562,2,1,0.416318
927,1216,2,1,0.416318
694,1608,2,1,0.416318
78,351,2,1,0.416318
558,770,2,1,0.416318
19,741,2,1,0.416318
313,943,2,1,0.416318
859,867,2,1,0.416318
19,1580,2,1,0.416318
19,1523,2,1,0.416318
927,1562,2,1,0.416318
694,1290,2,1,0.416318
1216,1562,2,1,0.416318
78,558,2,1,0.416318
1087,1580,2,1,0.416318
351,694,2,1,0.416318
741,1216,2,1,0.416318
351,770,2,1,0.416318
493,1087,2,1,0.416318
493,1415,2,1,0.416318
741,838,2,1,0.416318
741,927,2,1,0.416318
867,1171,2,1,0.416318
1248,1562,2,1,0.416318
19,313,2,1,0.416318
500,741,2,1,0.416318
741,1248,2,1,0.416318
694,770,2,1,0.416318
500,838,2,1,0.416318
838,927,2,1,0.416318
78,694,2,1,0.416318
867,1295,2,1,0.416318
493,1580,2,1,0.416318
943,1087,2,1,0.416318
867,906,2,1,0.416318
867,1216,2,1,0.416318
838,1216,2,1,0.416318
351,1290,2,1,0.416318
351,1031,2,1,0.416318
1087,1415,2,1,0.416318
694,1031,2,1,0.416318
913,1196,2,1,0.416318
144,628,2,1,0.416318
487,1006,2,1,0.416318
487,600,2,1,0.416318
487,1154,2,1,0.416318
487,1547,2,1,0.416318
55,144,2,1,0.416318
55,628,2,1,0.416318
55,729,2,1,0.416318
144,600,2,1,0.416318
144,729,2,1,0.416318
186,487,2,1,0.416318
144,1154,2,1,0.416318
144,1547,2,1,0.416318
600,729,2,1,0.416318
628,729,2,1,0.416318
628,1154,2,1,0.416318
729,1154,2,1,0.416318
729,1547,2,1,0.416318
270,999,2,1,0.416318
487,761,2,1,0.416318
55,1006,2,1,0.416318
747,999,2,1,0.416318
587,1196,2,1,0.416318
60,589,2,1,0.416318
106,589,2,1,0.416318
589,1517,2,1,0.416318
60,310,2,1,0.416318
106,310,2,1,0.416318
310,1517,2,1,0.416318
125,1196,2,1,0.416318
587,913,2,1,0.416318
125,304,2,1,0.416318
55,761,2,1,0.416318
125,1099,2,1,0.416318
587,1006,2,1,0.416318
186,304,2,1,0.416318
186,1099,2,1,0.416318
304,761,2,1,0.416318
761,1099,2,1,0.416318
55,186,2,1,0.416318
55,304,2,1,0.416318
558,999,2,1,0.416318
600,628,2,1,0.416318
999,1121,2,1,0.416318
143,249,2,1,0.416318
287,867,2,1,0.416318
231,867,2,1,0.416318
287,1242,2,1,0.416318
231,249,2,1,0.416318
844,906,2,1,0.416318
318,1295,2,1,0.416318
318,1171,2,1,0.416318
999,1494,2,1,0.416318
143,1242,2,1,0.416318
143,844,2,1,0.416318
143,318,2,1,0.416318
318,859,2,1,0.416318
1368,1494,2,1,0.416318
1121,1368,2,1,0.416318
270,726,2,1,0.416318
558,1368,2,1,0.416318
726,1368,2,1,0.416318
747,1368,2,1,0.416318
302,334,2,1,0.415612
171,944,2,1,0.412199
1011,1266,2,1,0.410886
6,235,1,1,0.40243
545,1057,1,1,0.40243
1004,1071,1,1,0.40243
518,693,1,1,0.40243
558,1242,1,1,0.40243
105,157,1,1,0.40243
269,690,1,1,0.40243
100,784,1,1,0.40243
279,1629,1,1,0.40243
586,1115,1,1,0.40243
100,718,1,1,0.40243
100,558,1,1,0.40243
100,419,1,1,0.40243
100,333,1,1,0.40243
562,718,1,1,0.40243
784,1200,1,1,0.40243
255,473,1,1,0.40243
321,924,1,1,0.40243
625,1097,1,1,0.40243
1271,1316,1,1,0.40243
279,1612,1,1,0.40243
249,639,1,1,0.40243
648,727,1,1,0.40243
347,537,1,1,0.40243
136,316,1,1,0.40243
1547,1646,1,1,0.40243
77,992,1,1,0.40243
1277,1299,1,1,0.40243
569,592,1,1,0.40243
832,1041,1,1,0.40243
685,1068,1,1,0.40243
279,669,1,1,0.40243
718,1171,1,1,0.40243
279,857,1,1,0.40243
25,31,1,1,0.40243
522,994,1,1,0.40243
908,1296,1,1,0.40243
279,1589,1,1,0.40243
1171,1200,1,1,0.40243
316,318,1,1,0.40243
558,1171,1,1,0.40243
286,441,1,1,0.40243
661,850,1,1,0.40243
850,1024,1,1,0.40243
470,1137,1,1,0.40243
419,1171,1,1,0.40243
286,1589,1,1,0.40243
286,857,1,1,0.40243
1504,1536,1,1,0.40243
664,1205,1,1,0.40243
286,669,1,1,0.40243
1084,1519,1,1,0.40243
917,1396,1,1,0.40243
703,1264,1,1,0.40243
619,952,1,1,0.40243
196,411,1,1,0.40243
587,1302,1,1,0.40243
548,1220,1,1,0.40243
318,1220,1,1,0.40243
318,548,1,1,0.40243
316,1220,1,1,0.40243
1321,1629,1,1,0.40243
286,1612,1,1,0.40243
71,486,1,1,0.40243
836,1034,1,1,0.40243
333,1171,1,1,0.40243
243,1200,1,1,0.40243
243,1171,1,1,0.40243
865,934,1,1,0.40243
243,558,1,1,0.40243
243,419,1,1,0.40243
243,333,1,1,0.40243
815,968,1,1,0.40243
243,718,1,1,0.40243
271,599,1,1,0.40243
1288,1428,1,1,0.40243
865,1288,1,1,0.40243
1110,1619,1,1,0.40243
865,1428,1,1,0.40243
766,811,1,1,0.40243
316,548,1,1,0.40243
981,1250,1,1,0.40243
334,1232,1,1,0.40243
33,99,2,1,0.395054
127,553,2,1,0.394563
127,1024,2,1,0.394563
1167,1595,2,1,0.394563
1263,1472,2,1,0.394563
1263,1595,2,1,0.394563
1353,1472,2,1,0.394563
1353,1595,2,1,0.394563
1353,1412,2,1,0.394563
1263,1412,2,1,0.394563
1167,1412,2,1,0.394563
1167,1472,2,1,0.394563
1472,1595,2,1,0.394563
609,1403,1,1,0.389871
316,1273,1,1,0.389871
127,839,1,1,0.389871
424,1282,1,1,0.389871
932,1457,1,1,0.389871
1491,1536,1,1,0.389871
1202,1536,1,1,0.389871
765,1137,1,1,0.389871
705,1137,1,1,0.389871
705,765,1,1,0.389871
203,1137,1,1,0.389871
13,53,1,1,0.389871
45,1553,1,1,0.389871
272,802,1,1,0.389871
1004,1553,1,1,0.389871
272,1004,1,1,0.389871
273,328,1,1,0.389871
461,490,1,1,0.389871
144,1121,1,1,0.389871
144,490,1,1,0.389871
123,490,1,1,0.389871
684,711,1,1,0.389871
345,463,1,1,0.389871
354,628,1,1,0.389871
251,628,1,1,0.389871
301,1624,1,1,0.389871
964,1051,1,1,0.389871
1036,1358,1,1,0.389871
99,455,1,1,0.389871
831,1376,1,1,0.389871
283,1154,1,1,0.389871
686,1441,1,1,0.389871
395,1079,1,1,0.389871
139,1308,1,1,0.389871
545,1234,1,1,0.389871
589,1588,1,1,0.389871
606,1413,1,1,0.389871
606,765,1,1,0.389871
283,606,1,1,0.389871
319,335,1,1,0.389871
765,1154,1,1,0.389871
727,1154,1,1,0.389871
275,1532,1,1,0.389871
1347,1496,1,1,0.389871
1415,1496,1,1,0.389871
1483,1595,1,1,0.389871
1483,1656,1,1,0.389871
1347,1483,1,1,0.389871
1256,1483,1,1,0.389871
1165,1498,1,1,0.389871
719,1565,1,1,0.389871
38,1305,1,1,0.389871
60,1305,1,1,0.389871
249,880,1,1,0.389871
690,1539,1,1,0.389871
703,834,1,1,0.389871
686,1468,1,1,0.389871
13,609,1,1,0.389871
503,609,1,1,0.389871
53,58,1,1,0.389871
193,376,1,1,0.389871
376,413,1,1,0.389871
193,503,1,1,0.389871
235,1386,1,1,0.389871
376,503,1,1,0.389871
376,609,1,1,0.389871
376,1403,1,1,0.389871
413,609,1,1,0.389871
413,503,1,1,0.389871
53,1403,1,1,0.389871
53,413,1,1,0.389871
58,193,1,1,0.389871
503,1403,1,1,0.389871
13,503,1,1,0.389871
235,1372,1,1,0.389871
123,1260,1,1,0.389871
13,376,1,1,0.389871
851,1097,1,1,0.389871
193,609,1,1,0.389871
173,511,1,1,0.378923
144,1036,1,1,0.378923
311,1136,1,1,0.378923
311,511,1,1,0.378923
173,1136,1,1,0.378923
1608,1650,1,1,0.378923
1145,1218,1,1,0.378923
173,311,1,1,0.378923
1066,1608,1,1,0.378923
942,1608,1,1,0.378923
1568,1650,1,1,0.378923
803,1535,1,1,0.378923
1066,1568,1,1,0.378923
942,1568,1,1,0.378923
417,1245,1,1,0.378923
311,335,1,1,0.378923
268,761,1,1,0.378923
580,761,1,1,0.378923
1497,1542,1,1,0.378923
232,278,1,1,0.378923
672,1333,1,1,0.378923
588,935,1,1,0.378923
23,1553,1,1,0.378923
789,1387,1,1,0.378923
551,696,1,1,0.378923
800,806,1,1,0.378923
580,731,1,1,0.378923
21,362,1,1,0.378923
77,550,1,1,0.378923
63,249,1,1,0.378923
588,731,1,1,0.378923
1147,1535,1,1,0.378923
578,935,1,1,0.378923
368,1122,1,1,0.378923
578,580,1,1,0.378923
113,1112,1,1,0.378923
1256,1496,1,1,0.378923
401,1230,1,1,0.378923
67,486,1,1,0.378923
223,348,1,1,0.378923
1112,1202,1,1,0.378923
345,624,1,1,0.378923
134,1108,1,1,0.378923
123,762,1,1,0.378923
685,1623,1,1,0.378923
476,599,1,1,0.378923
288,448,1,1,0.378923
329,590,2,1,0.377836
844,1464,2,1,0.377836
661,1422,2,1,0.377836
601,1378,2,1,0.377836
140,661,2,1,0.377836
770,1303,2,1,0.377836
1271,1588,2,1,0.377836
727,1027,2,1,0.377836
1271,1303,2,1,0.377836
56,1422,2,1,0.377836
800,856,2,1,0.377836
533,1525,2,1,0.377836
986,1588,2,1,0.377836
945,1588,2,1,0.377836
537,844,2,1,0.377836
278,698,2,1,0.377836
661,1143,2,1,0.377836
945,1303,2,1,0.377836
625,1616,2,1,0.377836
252,770,2,1,0.377836
658,844,2,1,0.377836
44,294,2,1,0.377836
537,1588,2,1,0.377836
132,289,2,1,0.377836
823,1255,2,1,0.377836
553,1192,2,1,0.377836
252,537,2,1,0.377836
44,435,2,1,0.377836
856,1616,2,1,0.377836
140,1143,2,1,0.377836
590,1143,2,1,0.377836
658,1464,2,1,0.377836
533,1603,2,1,0.377836
1143,1422,2,1,0.377836
1033,1175,2,1,0.377836
294,435,2,1,0.377836
252,1271,2,1,0.377836
332,698,2,1,0.377836
289,478,2,1,0.377836
894,1071,2,1,0.377836
636,1544,2,1,0.377836
56,661,2,1,0.377836
252,986,2,1,0.377836
252,945,2,1,0.377836
636,1481,2,1,0.377836
636,1143,2,1,0.377836
1012,1192,2,1,0.377836
56,140,2,1,0.377836
56,1143,2,1,0.377836
1143,1544,2,1,0.377836
625,856,2,1,0.377836
294,553,2,1,0.377836
1481,1544,2,1,0.377836
252,1588,2,1,0.377836
278,332,2,1,0.377836
1143,1192,2,1,0.377836
132,478,2,1,0.377836
90,1143,2,1,0.377836
553,1012,2,1,0.377836
90,1481,2,1,0.377836
986,1303,2,1,0.377836
521,1027,2,1,0.377836
537,1303,2,1,0.377836
329,1143,2,1,0.377836
140,1422,2,1,0.377836
649,754,2,2,0.377574
38,969,2,2,0.375821
370,1302,1,1,0.369269
186,729,1,1,0.369269
370,765,1,1,0.369269
120,1164,1,1,0.369269
1295,1302,1,1,0.369269
370,1295,1,1,0.369269
345,405,1,1,0.369269
670,1283,1,1,0.369269
1085,1121,1,1,0.369269
36,1255,1,1,0.369269
85,669,1,1,0.369269
345,988,1,1,0.369269
45,1502,1,1,0.369269
367,1245,1,1,0.369269
868,1037,1,1,0.369269
1461,1502,1,1,0.369269
804,1551,1,1,0.369269
719,1463,1,1,0.369269
1043,1216,1,1,0.369269
656,1461,1,1,0.369269
402,1461,1,1,0.369269
669,1216,1,1,0.369269
719,1273,1,1,0.369269
669,1043,1,1,0.369269
85,1216,1,1,0.369269
85,1043,1,1,0.369269
1186,1459,1,1,0.369269
579,687,1,1,0.369269
221,1384,1,1,0.369269
228,684,1,1,0.369269
405,988,1,1,0.369269
116,560,1,1,0.369269
765,1295,1,1,0.369269
610,1357,1,1,0.369269
16,162,1,1,0.369269
298,307,1,1,0.369269
556,1624,1,1,0.369269
1136,1553,1,1,0.369269
622,676,1,1,0.369269
455,609,1,1,0.369269
85,505,1,1,0.369269
609,711,1,1,0.369269
1074,1595,1,1,0.369269
116,609,1,1,0.369269
609,676,1,1,0.369269
53,350,1,1,0.369269
53,1282,1,1,0.369269
350,1282,1,1,0.369269
350,1171,1,1,0.369269
1183,1595,1,1,0.369269
932,1595,1,1,0.369269
45,402,1,1,0.369269
493,1619,1,1,0.369269
438,1422,1,1,0.369269
952,1277,1,1,0.369269
78,656,1,1,0.369269
689,1320,1,1,0.369269
376,1474,1,1,0.369269
967,1361,1,1,0.369269
323,821,1,1,0.369269
1074,1252,1,1,0.369269
864,1225,1,1,0.369269
123,1229,1,1,0.369269
9,1525,1,1,0.369269
211,262,1,1,0.369269
1074,1112,1,1,0.369269
1074,1123,1,1,0.369269
45,224,1,1,0.369269
932,1336,1,1,0.369269
815,1248,1,1,0.369269
1520,1534,1,1,0.369269
38,554,1,1,0.369269
162,1421,1,1,0.369269
8,209,1,1,0.369269
162,1301,1,1,0.369269
29,571,1,1,0.369269
1248,1301,1,1,0.369269
134,318,1,1,0.369269
473,534,1,1,0.369269
473,719,1,1,0.369269
534,719,1,1,0.369269
765,1302,1,1,0.369269
1112,1251,1,1,0.369269
1336,1432,1,1,0.369269
1248,1421,1,1,0.369269
224,656,1,1,0.369269
1459,1562,1,1,0.369269
1251,1252,1,1,0.369269
45,656,1,1,0.369269
402,656,1,1,0.369269
224,1461,1,1,0.369269
224,402,1,1,0.369269
253,1521,1,1,0.369269
644,816,2,1,0.363017
653,816,2,1,0.363017
240,1038,2,1,0.363017
9,331,2,1,0.363017
628,1038,2,1,0.363017
644,1424,2,1,0.363017
240,1547,2,1,0.363017
790,1088,2,1,0.363017
384,628,2,1,0.363017
384,1547,2,1,0.363017
240,384,2,1,0.363017
1481,1517,1,1,0.360674
986,1438,1,1,0.360674
479,1277,1,1,0.360674
479,1570,1,1,0.360674
476,986,1,1,0.360674
39,1431,1,1,0.360674
776,1206,1,1,0.360674
730,1327,1,1,0.360674
431,837,1,1,0.360674
33,640,1,1,0.360674
609,1384,1,1,0.360674
221,975,1,1,0.360674
44,483,1,1,0.360674
508,993,1,1,0.360674
1291,1623,1,1,0.360674
20,1222,1,1,0.360674
121,277,1,1,0.360674
1395,1491,1,1,0.360674
277,999,1,1,0.360674
1136,1528,1,1,0.360674
768,1561,1,1,0.360674
60,120,1,1,0.360674
32,379,1,1,0.360674
761,783,1,1,0.360674
597,1022,1,1,0.360674
966,1396,1,1,0.360674
483,1022,1,1,0.360674
77,597,1,1,0.360674
207,501,1,1,0.360674
492,1589,1,1,0.360674
483,597,1,1,0.360674
605,741,1,1,0.360674
365,719,1,1,0.360674
575,1494,1,1,0.360674
106,1494,1,1,0.360674
125,891,1,1,0.360674
255,1427,1,1,0.360674
125,1164,1,1,0.360674
407,424,1,1,0.360674
407,891,1,1,0.360674
236,316,1,1,0.360674
98,960,1,1,0.360674
407,1164,1,1,0.360674
186,407,1,1,0.360674
950,960,1,1,0.360674
106,575,1,1,0.360674
186,732,1,1,0.360674
123,488,1,1,0.360674
125,732,1,1,0.360674
125,424,1,1,0.360674
17,1580,1,1,0.360674
98,1340,1,1,0.360674
371,1522,1,1,0.360674
335,701,1,1,0.360674
1422,1498,1,1,0.360674
84,1305,1,1,0.360674
913,1164,1,1,0.360674
375,1608,1,1,0.360674
766,1532,1,1,0.360674
496,1027,1,1,0.360674
745,856,1,1,0.360674
50,856,1,1,0.360674
50,1574,1,1,0.360674
50,1012,1,1,0.360674
228,1171,1,1,0.360674
553,850,2,2,0.359296
768,886,1,1,0.352956
531,549,1,1,0.352956
186,770,1,1,0.352956
200,694,1,1,0.352956
1252,1353,1,1,0.352956
1114,1620,1,1,0.352956
809,1346,1,1,0.352956
495,1155,1,1,0.352956
488,1338,1,1,0.352956
223,1101,1,1,0.352956
39,1453,1,1,0.352956
39,1327,1,1,0.352956
31,411,1,1,0.352956
197,1529,1,1,0.352956
197,1619,1,1,0.352956
11,1619,1,1,0.352956
316,1393,1,1,0.352956
100,186,1,1,0.352956
1168,1277,1,1,0.352956
957,1140,1,1,0.352956
203,1288,1,1,0.352956
385,1038,1,1,0.352956
11,197,1,1,0.352956
768,975,1,1,0.352956
123,1547,1,1,0.352956
948,1022,1,1,0.352956
1387,1516,1,1,0.352956
338,1539,1,1,0.352956
318,1580,1,1,0.352956
886,975,1,1,0.352956
461,1121,1,1,0.352956
663,1036,1,1,0.352956
627,1121,1,1,0.352956
15,1022,1,1,0.352956
686,1553,1,1,0.352956
156,1267,1,1,0.352956
123,227,1,1,0.352956
30,922,1,1,0.352956
492,1350,1,1,0.352956
490,492,1,1,0.352956
809,1524,1,1,0.352956
231,460,1,1,0.352956
950,1278,1,1,0.345976
1347,1636,1,1,0.345976
376,611,1,1,0.345976
1191,1278,1,1,0.345976
950,1191,1,1,0.345976
194,634,1,1,0.345976
134,1127,1,1,0.345976
750,1273,1,1,0.345976
134,186,1,1,0.345976
186,838,1,1,0.345976
1491,1562,1,1,0.345976
836,1617,1,1,0.345976
704,1397,1,1,0.345976
221,670,1,1,0.345976
1342,1481,1,1,0.345976
664,729,1,1,0.345976
424,664,1,1,0.345976
729,1302,1,1,0.345976
424,1302,1,1,0.345976
140,838,1,1,0.345976
1142,1481,1,1,0.345976
807,1481,1,1,0.345976
1186,1491,1,1,0.345976
47,98,1,1,0.345976
729,1434,1,1,0.345976
704,1191,1,1,0.345976
221,704,1,1,0.345976
670,880,1,1,0.345976
221,880,1,1,0.345976
186,836,1,1,0.345976
1154,1617,1,1,0.345976
46,98,1,1,0.345976
1395,1562,1,1,0.345976
721,843,1,1,0.345976
413,900,1,1,0.345976
46,47,1,1,0.345976
97,1288,1,1,0.345976
545,1338,1,1,0.345976
1163,1353,1,1,0.345976
273,311,1,1,0.345976
273,1282,1,1,0.345976
379,1340,1,1,0.345976
728,1349,1,1,0.345976
228,390,1,1,0.345976
701,993,1,1,0.345976
253,461,1,1,0.345976
311,1282,1,1,0.345976
1395,1504,1,1,0.345976
616,1619,1,1,0.345976
1186,1395,1,1,0.345976
1370,1617,1,1,0.345976
435,823,1,1,0.345976
903,1555,1,1,0.345976
160,634,1,1,0.345976
670,1094,1,1,0.345976
744,1288,1,1,0.345976
1,1619,1,1,0.345976
836,1370,1,1,0.345976
140,1617,1,1,0.345976
140,1370,1,1,0.345976
1206,1288,1,1,0.345976
1144,1327,2,1,0.340756
601,646,2,1,0.340756
82,1130,2,1,0.340756
582,601,2,1,0.340756
411,1151,2,1,0.340756
344,783,2,1,0.340756
1043,1591,2,1,0.340756
1130,1647,2,1,0.340756
38,82,2,1,0.340756
38,1151,2,1,0.340756
927,1220,2,1,0.340756
313,852,2,1,0.340756
1277,1494,2,1,0.340756
82,553,2,1,0.340756
259,985,2,1,0.340756
769,820,2,1,0.340756
382,955,2,1,0.340756
214,382,2,1,0.340756
193,259,2,1,0.340756
852,1220,2,1,0.340756
313,927,2,1,0.340756
452,1327,2,1,0.340756
510,1647,2,1,0.340756
430,553,2,1,0.340756
136,1647,2,1,0.340756
113,952,2,1,0.340756
38,246,2,1,0.340756
1043,1540,1,1,0.339623
39,334,1,1,0.339623
169,1417,1,1,0.339623
1043,1417,1,1,0.339623
1451,1489,1,1,0.339623
169,293,1,1,0.339623
1043,1609,1,1,0.339623
397,1170,1,1,0.339623
476,821,1,1,0.339623
435,476,1,1,0.339623
1320,1461,1,1,0.339623
438,1396,1,1,0.339623
483,989,1,1,0.339623
196,402,1,1,0.339623
664,1020,1,1,0.339623
664,1179,1,1,0.339623
466,1020,1,1,0.339623
224,1609,1,1,0.339623
1142,1620,1,1,0.339623
466,1540,1,1,0.339623
1179,1540,1,1,0.339623
200,601,1,1,0.339623
779,1142,1,1,0.339623
701,1031,1,1,0.339623
359,883,1,1,0.339623
435,1499,1,1,0.339623
158,1499,1,1,0.339623
158,435,1,1,0.339623
435,616,1,1,0.339623
169,524,1,1,0.339623
431,1558,1,1,0.339623
602,1108,1,1,0.339623
1075,1095,1,1,0.339623
393,1323,1,1,0.339623
950,1361,1,1,0.339623
366,912,1,1,0.339623
347,1282,1,1,0.339623
1127,1324,1,1,0.339623
113,119,1,1,0.339623
25,302,1,1,0.339623
25,470,1,1,0.339623
302,470,1,1,0.339623
603,1295,1,1,0.339623
989,1295,1,1,0.339623
249,1248,1,1,0.339623
524,993,1,1,0.339623
293,993,1,1,0.339623
293,524,1,1,0.339623
294,413,1,1,0.339623
319,758,1,1,0.339623
399,835,1,1,0.339623
34,1213,1,1,0.333808
0,18,1,1,0.333808
252,394,1,1,0.333808
1233,1496,1,1,0.333808
662,1455,1,1,0.333808
1064,1136,1,1,0.333808
846,1527,1,1,0.333808
384,876,1,1,0.333808
85,711,1,1,0.333808
0,3,1,1,0.333808
55,1116,1,1,0.333808
318,354,1,1,0.333808
892,1014,1,1,0.333808
1233,1493,1,1,0.333808
394,399,1,1,0.333808
1213,1523,1,1,0.333808
161,556,1,1,0.333808
133,1123,1,1,0.333808
487,1114,1,1,0.333808
1251,1523,1,1,0.333808
73,394,1,1,0.333808
1523,1636,1,1,0.333808
67,680,1,1,0.333808
850,1471,1,1,0.333808
1,51,1,1,0.333808
1493,1523,1,1,0.333808
932,1636,1,1,0.333808
