u1,u2,n_groups,n_venues,weight_idf
771,1298,1,1,0.196796
788,1659,1,1,0.196796
980,1326,1,1,0.196796
927,1004,1,1,0.196796
927,1315,1,1,0.196796
771,1288,1,1,0.196796
788,1160,1,1,0.196796
294,794,1,1,0.196796
1160,1659,1,1,0.196796
139,371,1,1,0.196796
139,789,1,1,0.196796
116,1475,1,1,0.196796
771,789,1,1,0.196796
1009,1160,1,1,0.196796
395,630,1,1,0.195619
395,556,1,1,0.195619
1248,1532,1,1,0.195619
755,999,1,1,0.195619
1315,1624,1,1,0.195619
556,630,1,1,0.195619
1304,1366,1,1,0.195619
1304,1642,1,1,0.195619
1366,1642,1,1,0.195619
159,1611,1,1,0.195619
159,1439,1,1,0.195619
1233,1439,1,1,0.195619
709,1642,1,1,0.195619
1233,1495,1,1,0.195619
1439,1495,1,1,0.195619
1439,1642,1,1,0.195619
1495,1642,1,1,0.195619
1415,1583,1,1,0.195619
709,1366,1,1,0.195619
709,1304,1,1,0.195619
1210,1370,1,1,0.195619
1077,1284,1,1,0.195619
1129,1574,1,1,0.195619
667,689,1,1,0.195619
1293,1624,1,1,0.195619
854,1287,1,1,0.195619
556,1245,1,1,0.195619
580,1402,1,1,0.195619
905,1259,1,1,0.195619
702,1249,1,1,0.195619
534,1133,1,1,0.195619
630,766,1,1,0.195619
331,556,1,1,0.195619
331,534,1,1,0.195619
370,1136,1,1,0.195619
332,1143,1,1,0.188918
590,601,1,1,0.188918
1233,1397,1,1,0.188918
474,894,1,1,0.188918
44,81,1,1,0.188918
44,856,1,1,0.188918
836,1024,1,1,0.188918
836,1143,1,1,0.188918
836,1192,1,1,0.188918
1012,1024,1,1,0.188918
1024,1192,1,1,0.188918
406,553,1,1,0.188918
406,850,1,1,0.188918
406,1012,1,1,0.188918
406,1143,1,1,0.188918
406,1192,1,1,0.188918
850,1143,1,1,0.188918
850,1192,1,1,0.188918
474,1071,1,1,0.188918
836,1012,1,1,0.188918
553,836,1,1,0.188918
132,1024,1,1,0.188918
289,1151,1,1,0.188918
132,1151,1,1,0.188918
478,1024,1,1,0.188918
478,553,1,1,0.188918
289,1024,1,1,0.188918
289,553,1,1,0.188918
132,553,1,1,0.188918
590,965,1,1,0.188918
39,1024,1,1,0.188918
431,857,1,1,0.188918
1071,1588,1,1,0.188918
894,1588,1,1,0.188918
1259,1437,1,1,0.188918
521,1245,1,1,0.188918
152,533,1,1,0.188918
152,1603,1,1,0.188918
1525,1603,1,1,0.188918
943,1033,1,1,0.188918
272,278,1,1,0.188918
272,332,1,1,0.188918
272,698,1,1,0.188918
272,1143,1,1,0.188918
278,1143,1,1,0.188918
346,1033,1,1,0.188918
1033,1415,1,1,0.188918
823,1121,1,1,0.188918
1254,1415,1,1,0.188918
346,1099,1,1,0.188918
873,943,1,1,0.188918
1033,1371,1,1,0.188918
1004,1175,1,1,0.188918
940,1175,1,1,0.188918
1121,1255,1,1,0.188918
1255,1609,1,1,0.188918
44,533,1,1,0.188918
844,1306,1,1,0.188918
44,1525,1,1,0.188918
119,1352,1,1,0.188918
943,1648,1,1,0.188918
537,658,1,1,0.188918
431,1259,1,1,0.188918
658,1306,1,1,0.188918
1306,1464,1,1,0.188918
823,1609,1,1,0.188918
52,588,1,1,0.188918
52,1306,1,1,0.188918
588,1306,1,1,0.188918
493,1303,1,1,0.188918
493,1411,1,1,0.188918
1303,1411,1,1,0.188918
478,1151,1,1,0.188918
223,249,1,1,0.188918
223,330,1,1,0.188918
90,1544,1,1,0.188918
553,770,1,1,0.188918
537,553,1,1,0.188918
252,553,1,1,0.188918
29,1481,1,1,0.188918
29,1143,1,1,0.188918
29,90,1,1,0.188918
90,636,1,1,0.188918
553,986,1,1,0.188918
1024,1544,1,1,0.188918
1024,1481,1,1,0.188918
636,1024,1,1,0.188918
1225,1420,1,1,0.188918
1143,1420,1,1,0.188918
590,1420,1,1,0.188918
553,945,1,1,0.188918
553,1271,1,1,0.188918
957,1143,1,1,0.188918
390,856,1,1,0.188918
857,1259,1,1,0.188918
857,1437,1,1,0.188918
44,800,1,1,0.188918
856,1024,1,1,0.188918
800,1024,1,1,0.188918
390,1024,1,1,0.188918
390,800,1,1,0.188918
252,1303,1,1,0.188918
844,1303,1,1,0.188918
844,1271,1,1,0.188918
844,986,1,1,0.188918
844,945,1,1,0.188918
770,844,1,1,0.188918
1303,1588,1,1,0.188918
329,1420,1,1,0.188918
590,957,1,1,0.188918
223,957,1,1,0.188918
330,965,1,1,0.188918
1168,1190,1,1,0.188918
249,1565,1,1,0.188918
965,1019,1,1,0.188918
957,1019,1,1,0.188918
957,965,1,1,0.188918
330,1019,1,1,0.188918
330,957,1,1,0.188918
1168,1376,1,1,0.188918
249,1019,1,1,0.188918
249,965,1,1,0.188918
249,957,1,1,0.188918
249,330,1,1,0.188918
223,1019,1,1,0.188918
223,965,1,1,0.188918
1168,1192,1,1,0.188918
1190,1192,1,1,0.188918
479,1143,1,1,0.188918
329,957,1,1,0.188918
479,957,1,1,0.188918
479,590,1,1,0.188918
385,1143,1,1,0.188918
385,957,1,1,0.188918
385,590,1,1,0.188918
385,479,1,1,0.188918
329,479,1,1,0.188918
1190,1376,1,1,0.188918
329,385,1,1,0.188918
366,1143,1,1,0.188918
605,1404,1,1,0.188918
239,1404,1,1,0.188918
239,605,1,1,0.188918
1192,1376,1,1,0.188918
940,1033,1,1,0.188918
537,1464,1,1,0.188918
553,1397,1,1,0.188918
39,132,1,1,0.188918
9,553,1,1,0.188918
9,478,1,1,0.188918
9,289,1,1,0.188918
9,132,1,1,0.188918
9,39,1,1,0.188918
739,1104,1,1,0.188918
739,1128,1,1,0.188918
1027,1128,1,1,0.188918
727,1128,1,1,0.188918
521,727,1,1,0.188918
1027,1104,1,1,0.188918
521,1104,1,1,0.188918
1333,1378,1,1,0.188918
722,1378,1,1,0.188918
722,1333,1,1,0.188918
703,1378,1,1,0.188918
703,1333,1,1,0.188918
703,722,1,1,0.188918
669,1378,1,1,0.188918
9,1024,1,1,0.188918
39,289,1,1,0.188918
669,722,1,1,0.188918
39,478,1,1,0.188918
625,1538,1,1,0.188918
577,1616,1,1,0.188918
577,1538,1,1,0.188918
577,856,1,1,0.188918
577,625,1,1,0.188918
254,1616,1,1,0.188918
254,1538,1,1,0.188918
254,856,1,1,0.188918
254,625,1,1,0.188918
254,577,1,1,0.188918
807,1616,1,1,0.188918
807,856,1,1,0.188918
625,807,1,1,0.188918
121,807,1,1,0.188918
290,294,1,1,0.188918
290,698,1,1,0.188918
290,332,1,1,0.188918
278,290,1,1,0.188918
39,553,1,1,0.188918
669,1333,1,1,0.188918
669,703,1,1,0.188918
553,1233,1,1,0.188918
140,1470,1,1,0.188918
56,1470,1,1,0.188918
56,310,1,1,0.188918
1476,1588,1,1,0.188918
1453,1588,1,1,0.188918
1453,1476,1,1,0.188918
1240,1588,1,1,0.188918
1240,1476,1,1,0.188918
1240,1453,1,1,0.188918
1121,1588,1,1,0.188918
1121,1476,1,1,0.188918
1121,1453,1,1,0.188918
1121,1240,1,1,0.188918
756,1588,1,1,0.188918
756,1476,1,1,0.188918
756,1453,1,1,0.188918
756,1240,1,1,0.188918
756,1121,1,1,0.188918
965,1378,1,1,0.188918
590,1378,1,1,0.188918
140,310,1,1,0.188918
310,661,1,1,0.188918
553,1378,1,1,0.188918
310,1143,1,1,0.188918
553,1333,1,1,0.188918
553,722,1,1,0.188918
553,703,1,1,0.188918
553,669,1,1,0.188918
294,1378,1,1,0.188918
294,1333,1,1,0.188918
294,722,1,1,0.188918
294,703,1,1,0.188918
294,669,1,1,0.188918
1111,1422,1,1,0.188918
1111,1143,1,1,0.188918
661,1111,1,1,0.188918
140,1111,1,1,0.188918
56,1111,1,1,0.188918
1422,1470,1,1,0.188918
1143,1470,1,1,0.188918
661,1470,1,1,0.188918
310,1470,1,1,0.188918
310,1422,1,1,0.188918
856,1538,1,1,0.188918
431,1437,1,1,0.188918
537,577,1,1,0.188918
1538,1616,1,1,0.188918
457,577,1,1,0.188918
457,730,1,1,0.188918
869,1240,1,1,0.188918
64,1240,1,1,0.188918
64,869,1,1,0.188918
64,304,1,1,0.188918
553,1249,1,1,0.188918
121,1258,1,1,0.188918
266,1024,1,1,0.188918
590,952,1,1,0.188918
259,952,1,1,0.188918
53,1431,1,1,0.188918
423,752,1,1,0.188918
423,1352,1,1,0.188918
1024,1352,1,1,0.188918
344,903,1,1,0.188918
318,903,1,1,0.188918
318,726,1,1,0.188918
318,344,1,1,0.188918
272,1617,1,1,0.188918
692,1079,1,1,0.188918
1079,1593,1,1,0.188918
222,1593,1,1,0.188918
537,1260,1,1,0.188918
577,1260,1,1,0.188918
64,624,1,1,0.188918
553,1248,1,1,0.188918
435,1318,1,1,0.188918
698,1143,1,1,0.188918
294,1318,1,1,0.188918
44,1318,1,1,0.188918
435,553,1,1,0.188918
44,553,1,1,0.188918
1189,1378,1,1,0.188918
601,1189,1,1,0.188918
304,1215,1,1,0.188918
1143,1248,1,1,0.188918
820,1378,1,1,0.188918
558,1378,1,1,0.188918
558,820,1,1,0.188918
353,652,1,1,0.188918
786,1033,1,1,0.188918
294,1071,1,1,0.188918
1143,1189,1,1,0.188918
416,1070,1,1,0.188918
433,479,1,1,0.188918
222,479,1,1,0.188918
624,1002,1,1,0.188918
64,1002,1,1,0.188918
254,290,1,1,0.188918
139,1266,1,1,0.181508
384,1038,1,1,0.181508
1038,1547,1,1,0.181508
606,644,1,1,0.181508
606,816,1,1,0.181508
503,1305,1,1,0.181508
528,1424,1,1,0.181508
558,1424,1,1,0.181508
240,649,1,1,0.181508
384,649,1,1,0.181508
628,649,1,1,0.181508
413,785,1,1,0.181508
860,1237,1,1,0.181508
534,718,1,1,0.181508
531,1368,1,1,0.181508
1074,1424,1,1,0.181508
1106,1439,1,1,0.181508
170,1371,1,1,0.181508
249,1424,1,1,0.181508
1424,1594,1,1,0.181508
503,1109,1,1,0.181508
60,853,1,1,0.181508
649,1547,1,1,0.181508
21,925,1,1,0.181508
388,402,1,1,0.181508
1460,1608,1,1,0.181508
306,326,1,1,0.181508
326,1648,1,1,0.181508
1038,1648,1,1,0.181508
628,1648,1,1,0.181508
240,1648,1,1,0.181508
306,1215,1,1,0.181508
794,884,1,1,0.181508
644,673,1,1,0.181508
653,1363,1,1,0.181508
528,1481,1,1,0.181508
1443,1538,1,1,0.181508
653,849,1,1,0.181508
382,653,1,1,0.181508
382,644,1,1,0.181508
724,908,1,1,0.181508
849,1424,1,1,0.181508
317,503,1,1,0.181508
222,653,1,1,0.181508
653,1200,1,1,0.181508
891,1075,1,1,0.181508
187,653,1,1,0.181508
581,734,1,1,0.181508
503,1075,1,1,0.181508
249,748,1,1,0.181508
249,794,1,1,0.181508
748,794,1,1,0.181508
1099,1431,1,1,0.181508
653,977,1,1,0.181508
802,1348,1,1,0.181508
802,1529,1,1,0.181508
1348,1529,1,1,0.181508
327,503,1,1,0.181508
301,872,1,1,0.181508
1365,1424,1,1,0.181508
665,1424,1,1,0.181508
139,653,1,1,0.181508
16,644,1,1,0.181508
540,1424,1,1,0.181508
535,644,1,1,0.181508
644,1363,1,1,0.181508
653,820,1,1,0.181508
1170,1363,1,1,0.181508
332,1484,1,1,0.181508
509,1119,1,1,0.181508
74,1484,1,1,0.181508
644,693,1,1,0.181508
255,644,1,1,0.181508
503,581,1,1,0.181508
644,996,1,1,0.181508
240,665,1,1,0.181508
240,1151,1,1,0.181508
665,1151,1,1,0.181508
504,1313,1,1,0.181508
1343,1424,1,1,0.181508
1343,1363,1,1,0.181508
331,477,1,1,0.181508
644,790,1,1,0.181508
644,1088,1,1,0.181508
790,1224,1,1,0.181508
1088,1224,1,1,0.181508
503,1423,1,1,0.181508
9,477,1,1,0.181508
331,1224,1,1,0.181508
644,1313,1,1,0.181508
331,1529,1,1,0.181508
1224,1529,1,1,0.181508
1149,1525,1,1,0.181508
1032,1525,1,1,0.181508
642,644,1,1,0.181508
642,1424,1,1,0.181508
534,1424,1,1,0.181508
644,1075,1,1,0.181508
16,1429,1,1,0.181508
644,1429,1,1,0.181508
1363,1424,1,1,0.181508
644,955,1,1,0.181508
644,1615,1,1,0.181508
955,1615,1,1,0.181508
1266,1526,1,1,0.181508
644,1016,1,1,0.181508
74,644,1,1,0.181508
816,1424,1,1,0.181508
503,1215,1,1,0.181508
702,805,1,1,0.181508
702,1424,1,1,0.181508
805,1424,1,1,0.181508
187,816,1,1,0.181508
644,925,1,1,0.181508
503,1137,1,1,0.181508
509,1580,1,1,0.181508
702,809,1,1,0.181508
644,1170,1,1,0.181508
455,540,1,1,0.181508
455,503,1,1,0.181508
331,644,1,1,0.181508
9,644,1,1,0.181508
311,331,1,1,0.181508
9,311,1,1,0.181508
311,1424,1,1,0.181508
503,540,1,1,0.181508
945,1363,1,1,0.181508
1075,1262,1,1,0.181508
665,925,1,1,0.181508
503,748,1,1,0.181508
331,464,1,1,0.181508
503,605,1,1,0.181508
151,1048,1,1,0.179464
330,529,1,1,0.179464
448,1048,1,1,0.179464
303,1556,1,1,0.179464
562,696,1,1,0.179464
883,1208,1,1,0.179464
360,691,1,1,0.179464
422,1019,1,1,0.179464
330,1208,1,1,0.179464
594,1182,1,1,0.179464
308,1425,1,1,0.179464
1208,1352,1,1,0.179464
883,1352,1,1,0.179464
713,934,1,1,0.179464
151,559,1,1,0.179464
237,1208,1,1,0.179464
330,1492,1,1,0.179464
1101,1331,1,1,0.179464
255,670,1,1,0.179464
325,870,1,1,0.179464
1208,1556,1,1,0.179464
400,1556,1,1,0.179464
38,600,1,1,0.179464
448,559,1,1,0.179464
670,1458,1,1,0.179464
64,1556,1,1,0.179464
910,1575,1,1,0.179464
952,1625,1,1,0.179464
1208,1517,1,1,0.179464
1101,1625,1,1,0.179464
94,1208,1,1,0.179464
38,518,1,1,0.179464
742,1100,1,1,0.179464
489,1100,1,1,0.179464
540,1471,1,1,0.179464
370,617,1,1,0.179464
241,726,1,1,0.179464
64,1215,1,1,0.179464
1046,1222,1,1,0.179464
547,1556,1,1,0.179464
556,589,1,1,0.179464
1005,1444,1,1,0.179464
400,1208,1,1,0.179464
79,574,1,1,0.179464
1458,1614,1,1,0.179464
1100,1517,1,1,0.179464
540,729,1,1,0.179464
265,729,1,1,0.179464
404,594,1,1,0.179464
112,1208,1,1,0.179464
706,952,1,1,0.179464
489,1517,1,1,0.179464
92,1208,1,1,0.179464
360,548,1,1,0.179464
1054,1164,1,1,0.179464
726,1444,1,1,0.179464
540,1048,1,1,0.179464
348,548,1,1,0.179464
952,1444,1,1,0.179464
706,1614,1,1,0.179464
348,360,1,1,0.179464
122,996,1,1,0.179464
483,556,1,1,0.179464
265,540,1,1,0.179464
360,1021,1,1,0.179464
923,1208,1,1,0.179464
706,1492,1,1,0.179464
155,1492,1,1,0.179464
155,706,1,1,0.179464
56,589,1,1,0.179464
1208,1331,1,1,0.179464
260,1048,1,1,0.179464
866,1331,1,1,0.179464
260,1331,1,1,0.179464
13,1208,1,1,0.179464
260,866,1,1,0.179464
329,1489,1,1,0.179464
422,1100,1,1,0.179464
589,1597,1,1,0.179464
109,272,1,1,0.179464
706,1208,1,1,0.179464
688,1130,1,1,0.170378
119,1130,1,1,0.170378
119,688,1,1,0.170378
82,344,1,1,0.170378
246,344,1,1,0.170378
82,504,1,1,0.170378
1249,1318,1,1,0.170378
395,587,1,1,0.170378
195,688,1,1,0.170378
381,1092,1,1,0.170378
287,1283,1,1,0.170378
955,1092,1,1,0.170378
955,1237,1,1,0.170378
812,1610,1,1,0.170378
48,203,1,1,0.170378
203,344,1,1,0.170378
214,344,1,1,0.170378
367,537,1,1,0.170378
452,730,1,1,0.170378
608,1544,1,1,0.170378
485,955,1,1,0.170378
203,1544,1,1,0.170378
214,1544,1,1,0.170378
194,203,1,1,0.170378
287,1168,1,1,0.170378
203,1230,1,1,0.170378
214,485,1,1,0.170378
423,966,1,1,0.170378
1335,1647,1,1,0.170378
525,956,1,1,0.170378
82,336,1,1,0.170378
546,688,1,1,0.170378
344,546,1,1,0.170378
38,546,1,1,0.170378
344,769,1,1,0.170378
108,344,1,1,0.170378
82,108,1,1,0.170378
9,38,1,1,0.170378
464,1647,1,1,0.170378
464,1130,1,1,0.170378
553,1093,1,1,0.170378
568,978,1,1,0.170378
568,1054,1,1,0.170378
359,540,1,1,0.170378
280,540,1,1,0.170378
280,359,1,1,0.170378
1020,1589,1,1,0.170378
688,967,1,1,0.170378
136,1556,1,1,0.170378
38,1070,1,1,0.170378
789,1518,1,1,0.170378
126,1518,1,1,0.170378
126,789,1,1,0.170378
1070,1419,1,1,0.170378
699,1419,1,1,0.170378
699,1070,1,1,0.170378
1245,1484,1,1,0.170378
136,1264,1,1,0.170378
76,820,1,1,0.170378
608,1335,1,1,0.170378
136,1335,1,1,0.170378
136,510,1,1,0.170378
510,1130,1,1,0.170378
336,712,1,1,0.170378
38,925,1,1,0.170378
82,1657,1,1,0.170378
724,1591,1,1,0.170378
558,1327,1,1,0.170378
703,1277,1,1,0.170378
703,1494,1,1,0.170378
82,1249,1,1,0.170378
240,1141,1,1,0.170378
240,1318,1,1,0.170378
1141,1318,1,1,0.170378
587,908,1,1,0.170378
38,553,1,1,0.170378
289,1442,1,1,0.170378
1292,1651,1,1,0.170378
553,1152,1,1,0.170378
553,568,1,1,0.170378
568,579,1,1,0.170378
280,553,1,1,0.170378
587,1144,1,1,0.170378
1020,1502,1,1,0.170378
730,1494,1,1,0.170378
730,1277,1,1,0.170378
730,889,1,1,0.170378
663,1099,1,1,0.170378
195,927,1,1,0.170378
113,587,1,1,0.170378
274,663,1,1,0.170378
274,1298,1,1,0.170378
34,274,1,1,0.170378
816,1532,1,1,0.170378
587,786,1,1,0.170378
587,1054,1,1,0.170378
786,1054,1,1,0.170378
663,786,1,1,0.170378
344,568,1,1,0.170378
183,587,1,1,0.170378
558,1022,1,1,0.170378
109,113,1,1,0.170378
537,567,1,1,0.170378
38,1442,1,1,0.170378
558,1155,1,1,0.170378
1092,1591,1,1,0.170378
380,1073,1,1,0.170378
132,426,1,1,0.170378
403,1556,1,1,0.170378
908,944,1,1,0.170378
908,1529,1,1,0.170378
138,344,1,1,0.170378
138,380,1,1,0.170378
344,380,1,1,0.170378
344,980,1,1,0.170378
480,571,1,1,0.170378
411,927,1,1,0.170378
19,1146,1,1,0.170378
480,1043,1,1,0.170378
480,1591,1,1,0.170378
601,1591,1,1,0.170378
195,916,1,1,0.170378
1092,1129,1,1,0.170378
1327,1657,1,1,0.170378
896,1657,1,1,0.170378
896,1327,1,1,0.170378
452,1657,1,1,0.170378
480,1279,1,1,0.170378
571,1279,1,1,0.170378
480,1442,1,1,0.170378
1116,1442,1,1,0.170378
306,804,1,1,0.170378
540,908,1,1,0.170378
608,688,1,1,0.170378
762,1129,1,1,0.170378
865,1020,1,1,0.170378
344,452,1,1,0.170378
344,1031,1,1,0.170378
344,1327,1,1,0.170378
452,1031,1,1,0.170378
1031,1327,1,1,0.170378
452,896,1,1,0.170378
359,1327,1,1,0.170378
119,372,1,1,0.170378
908,1222,1,1,0.170378
1262,1270,1,1,0.170378
0,553,1,1,0.170378
773,1151,1,1,0.170378
1130,1510,1,1,0.170378
897,1144,1,1,0.170378
50,1144,1,1,0.170378
50,897,1,1,0.170378
358,646,1,1,0.170378
850,852,1,1,0.170378
646,1154,1,1,0.170378
82,1154,1,1,0.170378
82,646,1,1,0.170378
1327,1510,1,1,0.170378
246,1510,1,1,0.170378
747,1327,1,1,0.170378
246,747,1,1,0.170378
553,650,1,1,0.170378
646,1130,1,1,0.170378
367,545,1,1,0.170378
419,1257,1,1,0.170378
553,656,1,1,0.170378
382,769,1,1,0.170378
38,769,1,1,0.170378
38,382,1,1,0.170378
845,1137,1,1,0.170378
501,1137,1,1,0.170378
501,845,1,1,0.170378
558,769,1,1,0.170378
558,1510,1,1,0.170378
852,1351,1,1,0.170378
1024,1428,1,1,0.170378
1428,1626,1,1,0.170378
897,1327,1,1,0.170378
769,1327,1,1,0.170378
769,1510,1,1,0.170378
545,776,1,1,0.170378
688,1151,1,1,0.170378
582,646,1,1,0.170378
246,1144,1,1,0.170378
646,739,1,1,0.170378
739,1510,1,1,0.170378
411,1073,1,1,0.170378
16,897,1,1,0.170378
608,1137,1,1,0.170378
619,1020,1,1,0.170378
33,115,1,1,0.170378
916,1327,1,1,0.170378
138,1587,1,1,0.170378
38,1587,1,1,0.170378
38,138,1,1,0.170378
336,1546,1,1,0.170378
897,1468,1,1,0.170378
646,916,1,1,0.170378
1245,1561,1,1,0.170378
38,1144,1,1,0.170378
246,1151,1,1,0.170378
18,76,1,1,0.170378
1144,1151,1,1,0.170378
967,1137,1,1,0.170378
646,1137,1,1,0.170378
646,967,1,1,0.170378
1327,1584,1,1,0.170378
1510,1547,1,1,0.170378
510,1054,1,1,0.170378
385,1317,1,1,0.170378
540,831,1,1,0.170378
525,831,1,1,0.170378
525,540,1,1,0.170378
553,897,1,1,0.170378
336,1537,1,1,0.170378
897,1151,1,1,0.170378
411,897,1,1,0.170378
38,411,1,1,0.170378
553,601,1,1,0.170378
582,670,1,1,0.170378
178,1222,1,1,0.170378
246,688,1,1,0.170378
136,246,1,1,0.170378
336,688,1,1,0.170378
9,969,1,1,0.170378
1381,1614,1,1,0.170378
619,692,1,1,0.170378
730,950,1,1,0.170378
618,730,1,1,0.170378
775,1532,1,1,0.170378
25,1465,1,1,0.170378
545,1465,1,1,0.170378
537,927,1,1,0.170378
537,852,1,1,0.170378
313,537,1,1,0.170378
313,1220,1,1,0.170378
126,1220,1,1,0.170378
136,688,1,1,0.170378
246,897,1,1,0.170378
663,1422,1,1,0.170378
38,897,1,1,0.170378
178,1648,1,1,0.170378
1471,1647,1,1,0.170378
553,1647,1,1,0.170378
553,1471,1,1,0.170378
32,487,1,1,0.170378
32,55,1,1,0.170378
802,1239,1,1,0.170378
1144,1239,1,1,0.170378
23,337,1,1,0.170378
32,1168,1,1,0.170378
32,1130,1,1,0.170378
390,613,1,1,0.170378
382,613,1,1,0.170378
382,390,1,1,0.170378
38,545,1,1,0.170378
126,852,1,1,0.170378
411,1546,1,1,0.170378
601,670,1,1,0.170378
430,850,1,1,0.170378
646,769,1,1,0.170378
553,769,1,1,0.170378
9,76,1,1,0.170378
480,1137,1,1,0.170378
178,1137,1,1,0.170378
178,480,1,1,0.170378
850,1257,1,1,0.170378
688,1075,1,1,0.170378
464,842,1,1,0.170378
359,1037,1,1,0.170378
178,464,1,1,0.170378
820,1052,1,1,0.170378
390,1052,1,1,0.170378
390,820,1,1,0.170378
113,359,1,1,0.170378
430,646,1,1,0.170378
113,850,1,1,0.170378
553,985,1,1,0.170378
113,978,1,1,0.170378
259,553,1,1,0.170378
193,553,1,1,0.170378
411,985,1,1,0.170378
259,411,1,1,0.170378
193,411,1,1,0.170378
82,558,1,1,0.170378
391,663,1,1,0.170378
952,960,1,1,0.170378
702,960,1,1,0.170378
702,952,1,1,0.170378
113,960,1,1,0.170378
113,702,1,1,0.170378
952,978,1,1,0.170378
850,978,1,1,0.170378
850,952,1,1,0.170378
246,480,1,1,0.170378
1614,1632,1,1,0.16504
1527,1632,1,1,0.16504
440,691,1,1,0.16504
459,1619,1,1,0.16504
423,1619,1,1,0.16504
423,459,1,1,0.16504
1431,1619,1,1,0.16504
92,186,1,1,0.16504
923,1285,1,1,0.16504
151,320,1,1,0.16504
151,459,1,1,0.16504
92,459,1,1,0.16504
92,151,1,1,0.16504
538,933,1,1,0.16504
320,1589,1,1,0.16504
320,986,1,1,0.16504
475,738,1,1,0.16504
198,1297,1,1,0.16504
34,52,1,1,0.16504
459,832,1,1,0.16504
380,1638,1,1,0.16504
196,565,1,1,0.16504
911,1285,1,1,0.16504
889,1253,1,1,0.16504
295,333,1,1,0.16504
295,1039,1,1,0.16504
333,1039,1,1,0.16504
28,1157,1,1,0.16504
993,1104,1,1,0.16504
34,1481,1,1,0.16504
1057,1277,1,1,0.16504
56,333,1,1,0.16504
440,1647,1,1,0.16504
5,440,1,1,0.16504
295,659,1,1,0.16504
257,610,1,1,0.16504
423,1157,1,1,0.16504
28,423,1,1,0.16504
111,179,1,1,0.16504
582,794,1,1,0.16504
321,582,1,1,0.16504
226,486,1,1,0.16504
650,1294,1,1,0.16504
274,1141,1,1,0.16504
226,560,1,1,0.16504
67,323,1,1,0.16504
179,1072,1,1,0.16504
111,1072,1,1,0.16504
332,1429,1,1,0.16504
440,1285,1,1,0.16504
1104,1453,1,1,0.16504
276,1285,1,1,0.16504
1048,1341,1,1,0.16504
284,944,1,1,0.16504
478,1312,1,1,0.16504
478,535,1,1,0.16504
459,1294,1,1,0.16504
630,1299,1,1,0.16504
837,1129,1,1,0.16504
352,627,1,1,0.16504
198,627,1,1,0.16504
198,352,1,1,0.16504
911,1127,1,1,0.16504
905,1127,1,1,0.16504
905,911,1,1,0.16504
601,911,1,1,0.16504
601,905,1,1,0.16504
44,1499,1,1,0.16504
354,944,1,1,0.16504
641,1481,1,1,0.16504
123,1008,1,1,0.16504
46,1008,1,1,0.16504
46,123,1,1,0.16504
295,449,1,1,0.16504
187,564,1,1,0.16504
259,449,1,1,0.16504
459,908,1,1,0.16504
276,1206,1,1,0.16504
702,1206,1,1,0.16504
1346,1402,1,1,0.16504
650,1285,1,1,0.16504
47,738,1,1,0.16504
606,1544,1,1,0.16504
153,303,1,1,0.16504
92,1461,1,1,0.16504
153,981,1,1,0.16504
728,1104,1,1,0.16504
259,606,1,1,0.16504
1232,1253,1,1,0.16504
1104,1253,1,1,0.16504
1104,1232,1,1,0.16504
134,1285,1,1,0.16504
794,1117,1,1,0.16504
794,1461,1,1,0.16504
729,1461,1,1,0.16504
729,794,1,1,0.16504
449,606,1,1,0.16504
993,1453,1,1,0.16504
5,1647,1,1,0.16504
582,993,1,1,0.16504
123,167,1,1,0.16504
609,962,1,1,0.16504
75,746,1,1,0.16504
794,1309,1,1,0.16504
459,1309,1,1,0.16504
459,794,1,1,0.16504
548,1119,1,1,0.16504
321,1162,1,1,0.16504
1399,1547,1,1,0.16504
220,449,1,1,0.16504
430,602,1,1,0.16504
40,430,1,1,0.16504
40,343,1,1,0.16504
430,610,1,1,0.16504
343,610,1,1,0.16504
697,802,1,1,0.16504
92,1022,1,1,0.16504
32,590,1,1,0.16504
839,952,1,1,0.16504
768,987,1,1,0.16504
869,987,1,1,0.16504
833,1292,1,1,0.16504
28,218,1,1,0.16504
687,790,1,1,0.16504
74,833,1,1,0.16504
837,1283,1,1,0.16504
312,1396,1,1,0.16504
981,1396,1,1,0.16504
165,882,1,1,0.16504
685,939,1,1,0.16504
190,939,1,1,0.16504
190,685,1,1,0.16504
377,870,1,1,0.16504
64,1324,1,1,0.16504
42,1324,1,1,0.16504
546,610,1,1,0.16504
116,1361,1,1,0.16504
167,1521,1,1,0.16504
167,1097,1,1,0.16504
165,1521,1,1,0.16504
165,1097,1,1,0.16504
165,167,1,1,0.16504
537,1521,1,1,0.16504
537,1097,1,1,0.16504
28,376,1,1,0.16504
167,1455,1,1,0.16504
5,1408,1,1,0.16504
74,1292,1,1,0.16504
1079,1297,1,1,0.16504
28,34,1,1,0.16504
430,1516,1,1,0.16504
71,563,1,1,0.16504
510,825,1,1,0.16504
87,1294,1,1,0.16504
5,192,1,1,0.16504
297,1104,1,1,0.16504
34,67,1,1,0.16504
67,610,1,1,0.16504
610,1586,1,1,0.16504
1306,1516,1,1,0.16504
430,1306,1,1,0.16504
563,944,1,1,0.16504
235,459,1,1,0.16504
24,259,1,1,0.16504
430,1050,1,1,0.16504
714,1521,1,1,0.16504
249,1521,1,1,0.16504
249,714,1,1,0.16504
40,794,1,1,0.16504
40,1152,1,1,0.16504
32,794,1,1,0.16504
71,944,1,1,0.16504
499,1104,1,1,0.16504
